Gene,BRCA_1,BRCA_2,BRCA_3,Treated_1,Treated_2,Treated_3,Treated_4,Treated_5
Ehd1,1,0,7,9,12,4,5,3
Ehd2,1094,976,1076,1028,1031,862,954,1023
Ehhadh,5470,6158,6875,5488,5336,5133,5318,5228
Ehmt1,1779,2007,2397,1418,1319,1343,1487,1405
Ehmt2,15,6,18,16,14,11,24,13
Eid2b,1456,1514,1590,1403,1280,1264,1320,1261
Eif1,1456,1452,1593,1122,989,888,1779,1819
Eif1a,55,36,46,39,37,60,24,18
Eif1ad,2,5,4,4,1,4,3,5
Eif1ax,5442,7244,7464,8140,9407,10027,5970,4523
Eif2a,9,24,21,9,16,17,32,20
Eif2ak2,648,590,834,782,744,760,715,725
Eif2ak3,1981,2447,3695,3833,3457,3050,3036,2922
Eif2ak4,1316,1294,1506,1243,1255,1126,1385,1470
Eif2b1,1099,823,1044,1073,1073,1002,1042,1219
Eif2d,8566,6261,7473,5244,5120,5581,6456,7845
Eif2s1,72,64,68,70,71,57,63,65
Eif2s2,3848,3345,3604,4400,4256,4588,4606,4239
Eif2s3y,9191,7299,8866,7622,7901,6153,5339,5880
Eif3c,2567,3311,3374,4387,4184,3967,2920,2689
Eif3e,466,507,588,323,296,362,399,292
Eif3f,9,7,11,11,5,6,4,5
Eif3g,16,0,3,3,11,4,6,8
Eif3i,1257,1181,1369,1166,1176,1015,1432,1661
Eif3j2,26,22,25,24,48,31,36,36
Eif3k,960,845,1045,561,535,547,704,704
Eif3l,10577,9741,9700,11277,7931,7580,11722,10340
Eif3m,1921,1351,1671,1302,1280,995,1406,1655
Eif4a3,118,155,140,68,33,37,97,83
Eif4e2,290,262,290,243,157,230,333,357
Eif4e3,3149,3810,4186,2663,2803,2961,2678,2259
Eif4ebp1,2443,2320,2740,2119,2232,1937,2299,2194
Eif4ebp2,1061,909,1125,358,323,300,438,411
Eif4ebp3,574,568,619,624,547,603,686,639
Eif4enif1,766,476,720,96,67,94,108,54
Eif4g1,3038,3271,3483,3012,2989,3096,3243,3074
Eif4g3,44,115,114,117,99,87,92,102
Eif5b,2732,2909,3278,2865,3026,3121,2911,2777
Elac1,473,416,461,340,332,276,372,377
Elavl1,864,859,965,660,660,585,721,767
Eldr,1072,1004,1087,706,653,644,1091,1012
Elf2,5,2,4,3,6,10,7,7
Elfn2,306,229,239,251,233,236,282,286
Elk1,49,39,25,167,173,133,132,170
Elk3,51407,50238,62129,25083,28134,25189,32537,38770
Elk4,267,197,212,452,404,442,165,126
Ell2,6,3,4,16,7,12,12,13
Elmo1,448,423,457,409,432,386,472,393
Elmo2,873,994,1002,637,514,520,726,760
Elmo3,23,17,14,16,14,12,34,23
Elmod1,736,953,1031,799,762,797,773,733
Elmod2,977,903,1052,795,758,627,859,973
Elmod3,227,207,213,360,389,366,298,280
Elmsan1,3982,4536,4888,7673,9467,9556,6714,5803
Elof1,5,2,5,10,11,10,5,6
Elovl1,125,139,108,138,138,190,60,35
Elovl5,454,466,558,69,50,68,97,79
Elovl6,359,322,372,285,234,206,318,273
Elovl7,9509,11344,12936,4687,4989,5465,8042,7966
Elp2,182,147,179,126,84,88,156,141
Elp3,15768,15027,18109,11836,10694,10823,13383,13124
Elp4,754,723,849,747,833,817,885,838
Emc2,4188,3717,4294,2452,2494,2235,3043,3032
Emc6,393,317,391,332,308,286,463,509
Emc9,1039,963,1059,915,922,791,1069,1030
Emd,615,786,683,440,494,457,704,588
EME1,1110,1064,1190,1120,1102,1040,1151,1048
Eme2,5988,5461,6537,4204,4166,4252,5147,5149
Emg1,6,5,8,11,4,5,10,11
Emid1,3040,2818,3303,2273,2069,2074,2417,2343
Emilin2,4985,3800,4799,4194,4273,3341,4925,5403
Eml2,1189,1140,1341,1161,1149,1016,1160,1202
Eml3,477,354,398,187,197,199,354,333
Eml4,283,244,255,261,271,246,329,319
Eml5,2250,2286,2508,2419,2555,2456,2414,2504
Eml6,21,21,20,9,3,8,23,22
Emr1,942,809,988,834,895,778,1001,1095
En1,2672,2328,2595,2951,2817,2693,3212,3246
Endov,2086,1960,2275,1810,1756,1686,2099,1957
Engase,3,4,3,0,0,6,2,4
Enkd1,1489,1603,1740,936,738,787,1333,1257
Enkur,2715,2801,3118,3163,3012,2958,2745,2807
Eno2,15,7,7,3,2,9,11,13
Eno3,123,91,100,117,117,139,84,78
Eno4,754,670,732,635,582,512,763,812
Enoph1,1140,986,1104,1293,1312,1037,1393,1604
Enox2,1,0,2,26,45,43,2,6
Enpp2,722,575,703,539,492,440,643,644
Enpp3,1828,1346,1656,1402,1422,1035,1499,1779
Enpp4,6,3,2,1,2,5,2,4
Enpp5,2410,2884,3283,1939,1889,1974,2405,2198
Enpp6,3543,2933,3154,2219,2345,2395,2350,2373
Enthd2,304,205,247,240,234,209,416,461
Ep300,8591,7123,7878,6971,6875,5780,8275,8695
Epas1,2036,1769,2099,1673,1648,1546,1750,1969
Epb4.1,677,616,803,458,402,442,605,633
Epb4.1l1,2756,2314,2614,1812,1857,1537,2173,2334
Epb4.1l2,1154,1048,1217,917,974,820,1014,1001
Epb4.1l3,0,0,0,35,60,39,1,0
Epb4.1l5,11,11,10,13,15,8,9,14
Epc1,7,4,9,7,4,6,1,3
Epc2,1132,1690,1731,1054,1050,1122,1121,1037
Epcam,401,140,189,570,607,486,573,635
Epg5,1005,825,923,1107,921,941,1120,1181
Epha2,2816,3068,3266,3376,3188,3135,3232,2971
Epha3,946,979,1056,1323,1186,1208,1224,1222
Epha5,1333,1311,1539,1365,1390,1419,1501,1520
Ephb2,16058,13462,14773,15495,15678,11637,17211,18097
Ephb3,1,2,0,5,3,7,2,2
Ephb4,83,46,70,382,551,328,108,115
Ephx1,364,414,482,329,373,324,335,350
Ephx3,4,4,1,2,3,5,1,1
Epm2a,5249,6207,6770,4199,3913,3687,5594,5266
Epm2aip1,197,207,235,137,128,127,198,171
Epn1,6,3,0,2,0,2,3,1
Epn3,346,354,410,292,284,286,235,228
Eps15,489,305,433,205,243,197,287,260
Eps8l1,6854,7332,7958,8439,8177,8872,7538,6691
Ept1,541,436,475,742,745,774,779,837
Eral1,309,185,204,232,217,240,326,342
Erap1,1599,1791,1996,1800,1711,1864,1379,1354
Erbb2,2191,1529,1850,1515,1494,1331,2244,2646
Erc1,724,518,635,452,440,516,447,595
Ercc1,160,124,142,123,112,105,212,189
Ercc4,3607,4342,4954,5177,5555,4903,4319,4443
Ercc6,2643,1448,2095,2705,3042,2350,2172,2246
Ercc6l,3020,2997,3330,3541,3478,3486,3630,3340
Ercc6l2,67,31,60,105,84,108,49,53
Ercc8,330,326,299,163,204,171,202,234
Erg,531,603,729,314,374,335,329,310
Ergic2,259,274,309,154,137,157,216,206
Eri1,2732,2608,3047,2179,2199,2143,2362,2169
Eri2,141,127,115,79,64,46,75,71
Eri3,439,298,331,451,407,393,425,435
Erich4,1542,1586,1813,1689,1568,1653,814,1374
Erlin2,4220,3345,3924,4012,3389,3357,4658,5000
Ermap,440,370,434,325,354,341,385,359
Ermard,607,550,603,521,530,450,570,593
Ero1l,1832,1452,1777,1342,1256,1185,1285,1222
Erp27,1303,1040,1170,1203,1242,1028,1284,1430
Erp44,574,469,567,369,381,399,559,496
Esam,1550,1399,1530,1575,1707,1421,1709,1626
Esco1,11,5,10,4,6,2,11,29
Esd,5119,5620,6012,4107,4037,3885,4732,4146
Esf1,980,776,875,806,721,683,817,864
Esm1,22,25,32,16,20,26,21,20
Espl1,2346,2922,3289,2085,2402,2209,1933,1853
Espnl,10255,9977,10027,12396,14854,16015,7822,8517
Esrp2,1030,907,1118,1925,1939,1907,1807,1835
Etaa1,1429,1352,1466,1247,1231,1026,1408,1361
Etf1,180,176,208,243,262,272,275,295
ETFA,28,29,28,60,73,59,44,120
Etfdh,552,575,725,281,321,366,404,406
Etnk2,559,533,550,601,568,619,645,624
Ets1,605,511,598,518,525,476,680,701
Ets2,653,764,818,903,888,980,736,629
Etv3,5618,16537,15295,9962,15964,16739,6128,10728
Etv4,938,980,1048,681,545,535,747,652
Etv5,4,4,2,0,0,0,2,3
Etv6,495,489,563,330,332,288,479,507
Eva1a,7846,7758,9241,7321,7106,6568,6120,5740
Eva1c,2208,3062,3245,1747,1749,2061,1969,1827
Evc2,3510,3397,3781,2989,3045,3013,3619,3455
Evi2a,4959,4376,5154,5821,5733,5186,5916,6196
Evi5,4032,3333,3946,4294,3953,3519,4689,5111
Evi5l,5386,5104,5815,5563,5218,4667,5533,5722
Evl,573,739,725,1817,1596,1328,351,454
Ewsr1,1603,1472,1519,1302,1370,1162,1728,2021
Exd2,87,74,118,124,134,143,114,114
Exo1,2875,2549,2926,2417,2183,1962,2752,2924
Exo5,14,13,14,44,50,37,31,43
Exoc3l,467,459,548,408,328,327,453,398
Exoc3l2,881,803,885,476,494,494,693,670
Exoc6b,5,14,8,27,11,10,7,10
Exoc8,2723,2480,2725,2328,2184,2134,2347,2199
Exog,5328,5275,5756,5971,5800,6108,5560,5438
Exosc1,1037,1149,1257,771,755,851,855,982
Exosc10,997,1031,1099,1267,1209,1220,1330,1349
Exosc2,1235,1133,1288,1317,1342,1264,1165,1520
Exosc3,876,1044,1642,1177,656,735,491,640
Exosc4,49,29,52,29,34,41,35,38
Exosc5,580,586,697,601,518,637,528,529
Exosc7,116,150,151,109,103,104,89,97
Exosc8,767,701,930,860,783,789,1051,1016
Exosc9,244,217,293,199,187,180,250,249
Exph5,98,62,95,19,19,24,71,60
Ext2,1139,1320,1386,642,650,750,935,852
Extl1,1734,1579,1685,1984,2297,2093,2461,2699
Extl3,2142,2338,2554,2210,2274,2388,1956,1959
Eya1,970,918,1052,918,961,907,976,1081
Eya2,1574,1815,2216,1396,1375,1382,1520,1618
Eya3,3140,3040,3379,3187,3157,3403,3165,2984
Ezh1,3074,2305,2664,2429,2425,2018,2543,2654
Ezh2,87,57,100,92,91,104,100,119
Ezr,2426,2152,2438,2475,2297,2192,1940,2037
F10,902,1107,1261,875,822,987,1069,1079
F11r,26,12,12,18,26,21,27,39
F12,343,250,298,362,335,338,407,414
F13a1,1258,1385,1483,1342,1199,1316,1580,1459
F2r,276,170,188,275,381,313,436,512
F2rl1,1006,999,1205,2287,2531,2547,1229,1668
F2rl2,92,124,123,117,40,33,27,25
F2rl3,12,8,7,9,4,6,15,11
F3,135,132,150,86,82,92,170,198
F5,516,381,504,524,542,529,535,503
F630028O10Rik,688,528,610,437,431,391,662,800
F7,17,17,9,15,13,12,7,8
F730016J06Rik,1741,1410,1583,1744,1604,1552,1805,1925
F830016B08Rik,1041,989,1163,1252,1229,1235,1220,1176
Faah,4565,4541,4979,5108,4938,4835,4900,4634
Fabp3,5460,5865,6375,3953,3716,3871,5068,5023
Fabp5,24,36,66,32,31,36,25,20
Fabp7,269,180,265,270,209,247,341,302
Fabp9,551,643,685,827,880,796,714,659
Fadd,2359,2454,2731,2157,2242,2141,2147,2003
Fads3,2,0,9,3,11,15,9,3
Fads6,4383,4526,4822,3792,3655,3647,5406,4772
Faf2,2226,2097,2252,2289,2177,2223,2292,2389
Fah,6330,6547,7235,5834,5771,6026,5985,6074
Faim3,9,2,4,1,1,6,1,2
Fam104a,1136,987,1126,903,906,877,968,1009
Fam109a,6,4,5,10,6,3,5,3
Fam109b,759,550,805,41,38,58,121,65
Fam110b,4502,4517,5118,4657,3980,4382,4155,4155
Fam111a,2643,2574,2956,1708,1565,1705,2796,2561
Fam114a1,46327,51851,61787,29538,28860,30718,36232,34427
Fam115a,1672,1443,1657,1390,1350,1383,1661,1625
Fam117b,1538,1745,2018,1738,1483,1492,1571,1395
Fam118b,5058,4037,4782,4483,4484,4051,4245,4565
Fam120a,243,238,302,244,213,201,296,280
Fam120b,181,149,168,176,169,153,156,149
Fam122a,1039,862,1064,906,767,738,1092,1182
Fam126a,7,2,2,0,0,1,1,4
Fam126b,5,4,2,4,7,5,2,1
Fam129a,8,2,8,7,6,6,6,13
Fam129c,9,6,8,9,6,6,6,3
Fam131a,6,10,9,17,12,25,11,11
Fam131b,2140,2119,2470,2515,2578,2562,2182,2037
Fam131c,436,343,428,550,510,408,481,493
Fam133b,6418,5165,5692,5663,6323,6092,7164,8569
Fam134a,10,3,16,9,6,9,9,2
Fam136a,93,127,158,100,98,96,88,131
Fam13b,979,716,831,997,981,680,814,1072
Fam13c,3461,3910,4163,1943,1844,2015,2624,2427
Fam149a,306,168,184,235,221,226,291,287
Fam150b,92,55,76,99,119,80,96,95
Fam154b,4450,4649,4747,3542,3641,3901,4268,3922
Fam160a2,154,123,172,162,133,141,143,290
Fam160b1,4168,5987,6070,4041,4073,5096,4468,4000
Fam161a,40575,39134,43070,49911,52563,46256,53982,55149
Fam161b,915,887,1001,973,932,891,1029,1003
Fam163a,479,566,585,543,528,480,509,508
Fam166a,2929,2725,2834,2347,2291,1906,2687,2778
Fam166b,163,204,235,369,191,271,123,120
Fam167a,272,278,308,391,395,373,455,576
Fam171a2,1141,1077,1254,1016,1078,1012,1279,1157
Fam171b,1439,1388,1639,1495,1429,1713,1532,1379
Fam172a,3086,3014,3095,2106,1855,2035,3160,2753
Fam173a,2508,2357,2876,1102,970,1030,1541,1439
Fam173b,166,156,182,154,194,176,158,360
Fam174b,10262,11475,12765,6908,6038,6432,7402,6649
Fam175a,107,99,106,123,102,124,168,153
Fam175b,488,473,548,370,369,335,427,454
Fam178a,187,166,198,198,218,174,225,248
Fam178b,2626,2315,2641,2480,2384,2032,2335,2372
Fam179b,11231,24202,20922,24414,29630,30949,21771,13719
Fam180a,735,715,765,797,773,733,775,766
Fam181b,2636,2779,3087,2694,2688,2693,2889,2938
Fam184a,6,2,1,28,31,17,2,6
Fam184b,65,43,60,39,28,33,61,54
Fam185a,73,51,42,994,291,245,54,108
Fam187b,1972,1975,2091,1939,1800,1661,2278,2492
Fam188a,42,93,91,176,169,213,88,151
Fam189b,5180,4609,4761,4829,5309,5133,6070,6040
Fam193a,14485,17880,19395,16232,15462,17828,16404,14604
Fam193b,24810,24066,23757,2449,2768,3576,6862,5235
Fam195a,657,650,433,4958,2656,2355,850,1572
Fam195b,6347,7564,8136,8393,8495,9412,8215,8340
Fam196b,2314,2335,2541,2148,2148,2028,2545,2415
Fam198b,5,13,3,4,0,8,14,14
Fam19a3,1740,1695,1884,1552,1763,1391,1664,1829
Fam19a5,2366,1765,1959,2129,2061,2000,2545,2578
Fam204a,1456,1318,1419,1370,1254,1209,1659,1381
Fam206a,12699,14754,17576,18372,18182,20265,16314,15067
Fam208a,1241,1136,1321,916,870,846,1245,1216
Fam20a,254,341,468,289,263,300,204,171
Fam20c,458,277,337,462,460,412,580,631
Fam21,4662,5231,5422,4816,4679,4609,4633,4318
Fam212a,646,711,790,413,390,454,706,619
Fam213a,303,325,336,312,327,298,322,350
Fam213b,2580,2292,2585,2541,2640,2584,3139,3054
Fam216a,3,0,0,0,4,3,1,4
Fam217b,145,112,155,140,135,106,148,124
Fam219a,668,462,501,740,765,675,891,1009
Fam219b,34,42,29,45,42,33,53,65
Fam221b,6,3,0,0,2,1,1,5
Fam222a,49,42,46,52,63,36,56,61
Fam222b,1088,1043,1120,815,794,799,888,882
Fam227a,135,101,122,123,130,123,105,279
Fam228a,5,3,4,2,2,2,2,0
Fam228b,2624,2631,2927,3148,3238,2924,2776,3143
Fam32a,3892,3406,4073,611,519,463,3382,3115
Fam35a,4516,3679,4078,3279,2980,2806,4254,4484
Fam3a,161,110,124,152,141,124,302,292
Fam43a,513,459,626,238,206,206,298,298
Fam43b,11,11,11,3,9,10,6,9
Fam45a,443,299,301,331,405,367,502,566
Fam46b,1752,2493,2389,1196,1266,1346,2525,2327
Fam49a,3261,3610,3967,3700,3658,3440,3364,3452
Fam49b,2400,2108,2586,1829,1855,1729,2004,2184
Fam50a,1710,1661,1941,1229,1185,1047,1584,1669
Fam53b,4763,4883,5512,4790,4800,4748,4940,4507
Fam53c,152,175,298,94,103,132,95,177
Fam57a,988,832,950,710,787,630,909,951
Fam57b,5741,5897,6357,5980,5908,6407,6689,6580
Fam58b,58,42,74,18,19,18,28,17
Fam63a,3028,3564,3838,2158,2210,2870,2349,2986
Fam63b,52,34,32,41,18,50,140,32
Fam65a,1300,1029,1204,1190,1189,1178,1363,1385
Fam71d,10,7,13,20,21,25,16,9
Fam71e1,7,2,9,30,26,23,14,22
Fam71f2,1778,1107,1202,1674,1636,1632,1667,1584
Fam72a,2911,2685,3100,3096,3096,3237,3000,2728
Fam73b,13,12,8,12,7,11,7,5
Fam76a,1446,1425,1541,1339,1475,1281,1344,1456
Fam76b,3974,4112,4482,4726,4940,4881,4664,4607
FAM78A,77,56,49,91,156,184,125,117
Fam78b,23,7,12,7,6,9,57,66
Fam83e,5479,5700,6518,5850,5749,5867,6465,6618
Fam84b,473,442,487,256,238,198,294,293
Fam86,3637,3060,3769,2978,2858,2515,3594,4022
Fam89a,4521,4586,4891,5525,5265,5744,4709,4362
Fam96a,4272,4184,4718,2385,2687,2922,3553,3605
Fam96b,2711,2401,2828,2557,2488,2317,2493,2503
Fam98a,608,596,610,926,1048,965,745,724
Fam98b,759,509,638,629,611,564,768,741
Fanca,3018,3908,3123,3618,4197,3780,5097,5083
Fancc,12,9,12,17,21,19,17,11
Fancg,212,201,198,120,119,128,171,176
Fanci,10323,11989,13039,9717,9348,9398,9015,8283
Fancl,465,416,476,227,184,168,277,281
Fancm,1008,1160,1174,983,910,988,869,864
Fap,2518,2465,2637,2494,2401,2367,2793,2513
Far1,4,2,1,5,2,0,4,1
Far1os,1348,1305,1473,1331,1386,1125,1314,1326
Far2,1111,1042,1123,1199,1175,1171,1190,1164
Farp1,25,18,31,91,17,17,26,20
Farp2,3838,3220,3697,4533,4727,4801,4656,5093
Farsa,6482,8077,8567,6729,6582,6399,7084,6511
Farsb,723,611,656,585,505,448,764,743
Fasl,1408,1322,1578,1604,1423,1317,1790,2022
Fasn,966,981,1092,782,754,715,857,817
Fastk,8,2,2,27,33,26,8,22
Fastkd1,8,20,12,29,53,69,17,22
Fastkd2,7505,7928,9001,7557,7388,8271,7686,7381
Fastkd3,813,523,647,596,545,622,545,515
Fastkd5,479,458,551,164,171,177,581,557
Fat3,1765,1729,1953,1354,1324,1195,1632,1586
Fat4,55,34,56,41,30,46,62,52
Fau,282,264,264,182,175,201,235,205
Fau-ps2,11,9,8,2,3,1,9,4
Fbln1,912,874,910,948,959,952,1001,886
Fbln5,3307,3422,4120,3346,3231,3376,3221,3249
Fbln7,5360,5488,6255,5360,5172,5030,5967,6259
Fbn1,1104,804,917,728,748,649,991,1056
Fbn2,10779,11323,12356,7416,7427,6990,10182,9040
Fbrs,158,122,135,166,200,160,144,162
Fbrsl1,1765,1662,1972,1333,1284,1258,1249,1230
Fbxl12,76,90,95,45,45,59,57,79
Fbxl12os,626,633,702,571,624,497,666,701
Fbxl16,4339,6294,6503,3624,3778,4050,4466,4112
Fbxl2,6089,5386,6549,4512,4334,4365,5248,5090
Fbxl20,397,375,383,367,270,258,378,381
Fbxl4,0,0,0,10,6,5,0,0
Fbxl5,1091,1002,1141,1194,1112,1088,1217,1183
Fbxl6,183,108,156,119,110,129,139,153
Fbxl7,1206,1213,1457,870,788,812,1054,1068
Fbxo11,25,14,12,18,16,23,15,12
Fbxo17,263,260,345,367,328,277,367,352
Fbxo18,177,119,164,61,72,68,223,281
Fbxo2,10,3,3,8,1,4,3,4
Fbxo21,814,810,942,537,523,549,664,625
Fbxo22,13,26,30,30,31,43,19,31
Fbxo24,146,160,240,311,214,215,72,76
Fbxo28,1032,1190,1247,1323,1208,1237,1294,1263
Fbxo3,3308,3918,4082,4398,4216,4250,4105,3935
Fbxo36,1978,2362,2873,1577,1658,1369,1615,1556
Fbxo4,3011,2516,2949,2494,2412,2215,3031,3126
Fbxo40,239,198,236,279,262,257,266,253
Fbxo41,104,65,100,50,55,67,70,81
Fbxo44,435,478,528,482,448,494,472,496
Fbxo45,84,76,57,122,106,110,79,87
Fbxo46,242,123,170,45,45,55,66,42
Fbxo48,1215,1158,1370,880,766,804,896,843
Fbxo5,1309,799,1054,79,64,81,227,140
Fbxo7,41,30,39,29,11,18,30,19
Fbxw10,1029,969,1096,1540,1518,1266,1111,1232
Fbxw11,1292,1320,1491,2081,2130,2138,1562,1567
Fbxw17,932,762,847,823,780,826,952,829
Fbxw5,2648,1600,1884,602,421,873,1193,806
Fbxw8,730,792,876,672,655,625,682,663
Fcamr,2982,2932,3183,2712,2509,2749,3029,2996
Fcer1a,6,4,5,4,2,4,2,7
Fcer1g,86,72,80,86,61,82,49,54
Fcgr1,377,291,371,437,344,322,366,385
Fcgr2b,278,203,323,233,232,250,193,288
Fcgr3,35,27,35,2,4,5,6,4
Fcgr4,5119,5961,6395,2112,2612,3235,7486,8322
Fcgrt,1776,1802,2021,1607,1578,1208,1518,1732
Fcho1,455,239,247,1135,1290,1085,722,1037
Fchsd1,516,534,637,261,243,201,384,373
Fchsd2,2394,2321,2612,2280,2253,2410,1850,1792
Fcna,47,51,65,18,10,13,14,15
Fcnaos,586,516,612,538,538,452,454,528
Fcrl1,3,0,2,1,4,6,0,4
Fcrls,3834,3979,4428,3793,3158,3631,3703,3582
Fdft1,2999,2780,2994,3271,3269,3115,3250,3339
Fdps,848,816,1064,525,523,408,642,636
Fdx1,908,938,1084,672,732,628,792,808
Fdx1l,2755,2584,2822,2317,2161,2177,2320,2224
Fdxacb1,508,455,567,364,388,300,485,485
Fech,46322,37830,47503,31370,29483,25875,36050,38644
Fem1b,4,3,3,4,2,3,6,2
Fen1,1467,1292,1579,1681,1693,1571,1400,1405
Fer1l6,767,671,867,795,702,751,799,922
Fermt2,193,149,161,86,109,102,165,139
Fermt3,652,715,764,657,593,568,587,524
Fes,1629,1557,1763,1191,1098,1163,1538,1364
Fez1,1879,1846,1761,3973,3877,4543,2750,6027
Ffar1,855,750,982,187,196,212,416,354
Fgd1,2440,2109,2618,3167,2850,3286,2169,2176
Fgd2,1921,1603,1826,2178,2152,2113,2158,2131
Fgd4,2053,2060,2269,1439,1390,1238,2162,2240
Fgd5,751,708,812,656,587,537,707,792
Fgd6,3294,3585,3881,3075,3219,3601,3398,3070
Fgf1,281,158,238,210,144,213,208,226
Fgf10,5482,8357,8385,4636,5969,5341,4145,4545
Fgf11,2308,1817,2214,1920,1615,1592,1993,1950
Fgf12,1675,1725,1879,1657,1664,1859,1683,1632
Fgf13,2784,2620,2826,2936,2764,2798,2943,3012
Fgf14,4869,9857,9928,4928,5304,4983,4260,3836
Fgf16,127,109,196,170,182,238,99,117
Fgf17,663,814,899,1574,1554,1533,1160,1277
Fgf2,1699,1510,1662,2444,2485,2501,2409,2406
Fgf9,5269,3494,3866,984,1059,1471,1832,2058
FGFR1,2077,1913,2159,1913,1876,2072,1930,1990
Fgfr1op2,8072,6419,6832,7179,7365,7107,5746,5463
Fgfr4,113,65,91,87,57,75,71,107
Fgfrl1,19,7,4,0,1,0,3,1
Fggy,2983,2737,3170,2100,1744,1853,2573,2375
Fhad1,34,17,29,49,57,58,37,72
Fhl2,1155,1333,1381,1344,1277,1456,1188,1108
Fhl4,783,1105,880,2930,3075,2797,2131,1827
Fhod3,549,550,563,473,496,452,754,623
Fibin,819,852,1004,823,884,814,879,866
Fibp,2427,2721,2832,3053,3301,3284,2639,2511
Fig4,400,464,443,564,555,486,604,651
Figf,3697,4358,4559,1348,1188,1448,2539,2374
Fignl1,4826,5052,5751,4379,4032,4062,4272,4033
Filip1,23,23,24,31,18,27,19,20
Fip1l1,31,12,13,14,13,14,13,18
Fiz1,1388,1123,1305,1437,1398,1061,1341,1491
Fkbp14,994,950,1094,2171,2578,2592,869,903
Fkbp15,1606,1213,1482,1232,1167,1083,1990,2143
Fkbp1a,21,18,19,29,21,34,23,31
Fkbp2,2,1,12,2,4,12,11,3
Fkbp3,967,835,905,810,781,730,902,928
Fkbp5,186,154,163,179,111,101,141,319
Fkbp7,229,199,189,187,179,182,220,219
Fkbp8,88,104,73,307,175,171,180,192
Flad1,6944,6367,7515,5414,5415,4994,6269,6149
Fli1,665,666,737,490,449,443,639,486
Flnc,1882,1668,1909,2166,2063,2385,2122,2024
Flot1,1594,1625,1619,1968,2295,2638,2157,1932
Flrt1,26,23,28,42,44,35,44,120
Flt1,679,682,742,673,654,488,686,781
Flt3l,17,12,12,50,44,41,65,43
Fmn2,5,4,0,1,1,2,6,1
Fmnl1,552,539,602,652,661,619,626,606
Fmod,191,194,251,241,207,276,104,75
Fn3k,4485,5877,5915,5195,6045,6769,6005,4635
Fn3krp,18731,19195,23254,16403,15662,13963,16339,17376
Fnbp1l,434,391,472,256,239,223,410,388
Fnbp4,238,199,166,266,282,301,224,398
Fndc1,2800,2364,2753,1843,1829,1552,2088,2305
Fndc3a,4,8,0,4,3,5,6,12
Fndc3b,530,446,508,569,562,500,716,728
Fndc7,221,238,223,258,230,232,248,267
Fndc8,1473,1379,1636,808,842,808,978,890
Fndc9,1346,1333,1522,1132,1174,1295,1213,1192
Fnip1,1643,1707,1879,1686,1494,1418,1728,1803
Fntb,57,94,127,177,102,122,57,75
Folr2,91,247,314,225,130,183,100,109
Folr4,1310,1119,1242,1037,1027,889,1167,1305
Fos,18,14,15,33,13,12,21,43
Fosl2,270,280,310,277,203,245,336,367
Foxa2,767,801,916,772,767,754,920,840
Foxc2,208,242,267,233,215,185,297,283
Foxd2,119,144,163,706,741,833,125,316
Foxd3,4,4,3,6,3,5,2,8
Foxe1,468,362,454,324,322,330,362,365
Foxf1,3921,4533,5031,3454,3073,3370,3656,3529
Foxf2,130,91,129,150,181,173,145,178
Foxj2,759,712,765,576,526,557,731,774
Foxj3,4897,5559,6256,5126,4685,4708,5105,4319
Foxm1,566,607,690,624,577,606,627,656
Foxn2,62,41,58,78,67,64,58,73
Foxo3,379,312,353,579,488,484,510,623
Foxo4,6203,8978,9782,5293,5202,4844,5553,5008
Foxo6os,1,6,1,3,0,4,2,1
Foxp2,2356,2185,2314,1737,1610,1509,2164,1940
Foxp4,18,8,12,13,8,18,7,11
Foxq1,6,13,10,5,2,7,6,9
Foxred1,2688,2682,3037,2194,2253,1950,2496,2401
Fpgt,9,11,13,2,8,4,5,4
Fras1,44,24,27,50,47,68,44,51
Frem1,7,7,15,6,12,12,8,7
Frk,93,47,81,249,258,265,133,143
Frmd3,920,1016,1029,1008,974,931,1245,1178
Frmd5,1997,2421,2504,1855,1717,1376,1742,1463
Frmd8,3023,2323,2705,2414,2709,2985,2551,3026
Frs3,246,260,284,294,274,273,342,283
Frs3os,59,31,63,76,59,49,49,82
Fry,2655,2351,2696,1730,1584,1514,2059,2265
Fryl,1508,1487,1692,1182,1278,1316,1278,1326
FRZB,929,773,921,898,903,866,964,950
Fscn2,1589,1577,1829,1681,1679,1516,1631,1547
Fscn3,4379,4042,4799,3797,3692,3699,3645,3666
Fsd1,357,226,276,238,244,205,322,310
Fsd1l,5119,3582,4007,5331,5511,5076,6175,6787
Fsd2,592,428,531,406,337,370,549,584
Fst,4108,3991,4595,3978,4003,3552,4315,4390
Fstl3,9018,6656,7435,12073,13418,13674,14247,14761
Fth1,658,610,724,411,371,353,455,375
Ftsj2,1613,1326,1436,1574,1479,1468,1914,1892
Ftx,616,424,566,650,787,759,528,528
Fubp1,4,4,0,0,1,1,4,2
Fubp3,2042,1665,2097,3000,3031,3039,1653,1855
Fuca1,968,1020,1186,1194,979,935,1126,1172
Fuk,2560,2497,2805,2582,2583,2545,2807,2632
Fundc2,257,190,185,190,196,171,249,307
Fuom,154,147,201,30,55,43,81,74
Fus,738,630,739,558,531,495,720,753
Fut11,485,258,277,269,262,247,371,333
Fut2,3380,3310,3792,3499,3518,3442,3703,3460
Fut4,803,737,829,733,689,638,733,763
Fut7,33,37,37,27,25,25,32,32
