Symbols,Healthy_1,Healthy_2,Healthy_3,Healthy_4,Healthy_5,Tumor_1,Tumor_2,Tumor_3,Tumor_4,Tumor_5,Tumor_6,Tumor_7,Tumor_8,Tumor_9,Tumor_10,Tumor_11,Tumor_12,Tumor_13,Tumor_14,Tumor_15
ACSM5,6.874802086,7.389459871,5.140104312,6.428910804,5.823922159,4.74063239,5.12733622,4.508063617,5.820786167,5.216722821,4.532805285,5.2453107,5.526182122,5.067031967,5.571540222,4.945482687,5.060067007,5.473559591,5.517065052,4.867412908
ACSM6,4.027435252,4.228111068,3.604284483,4.012697583,3.851576636,3.332560518,3.677668736,2.984109148,3.378140127,3.59646296,3.108702962,3.798142223,3.267128176,3.227325339,3.318355598,3.459113157,3.28415076,3.151466264,3.809143471,3.405085604
ACSS3,8.126055751,8.466233944,7.293652047,7.66884397,7.961250044,9.779050396,7.341125466,6.414241401,6.733205022,6.494970848,9.110782733,5.498244879,7.042047293,7.111146982,6.207032031,9.129490496,6.703516226,5.595509348,8.001641415,7.2972584
ACTA1,7.260581379,7.224845609,7.075257932,7.241731827,6.916279752,6.971880505,7.052195826,7.126986435,7.599509675,6.799010994,6.60808244,6.866069089,7.189101393,6.963105605,7.147778227,6.745658984,7.714810346,7.234751007,7.693913157,7.762855513
ACTA2,10.96442755,10.29829936,11.79637672,10.98827716,10.91904348,10.3965397,11.21696066,11.5488723,12.16607626,11.44747249,9.884109468,10.23698856,10.55997735,11.84836794,10.14101147,10.36558665,9.623001205,10.80400095,11.48261926,11.486271
ACTA2-AS1,4.512934078,3.876207317,5.409981827,4.613798791,4.226785734,4.603125494,4.002586314,4.338410865,5.239824272,4.851292465,4.161464061,4.19739309,4.702129195,4.287489794,4.50666975,4.185462529,4.587788393,5.22871909,4.508012799,4.284795757
ACTC1,3.967731068,3.89157996,4.309409231,4.43485125,3.692994164,4.26749794,3.905637618,4.070460192,4.101383718,3.421334748,4.023467857,3.554801644,4.599228728,3.841155656,3.933093226,3.949547052,3.977130605,4.304183862,4.057959502,3.875240047
ACTE1P,4.062836385,4.72295595,4.203649344,4.587547965,4.068590576,4.81153318,4.105422859,3.873099819,4.706695432,4.063427617,3.643407608,4.575506783,4.436968143,3.801409512,4.270545167,4.440967983,4.026655475,4.986212105,4.53468581,4.317534966
ACTG1,12.46276267,12.37073856,12.70104479,12.54203174,12.31167499,12.83623015,12.98816346,13.2118502,13.12617936,12.40890459,13.56779066,12.72372555,12.46647909,12.8920679,12.95971565,13.41616019,13.3135887,12.71211998,12.63472366,12.64994196
ACTG1P17,4.636680307,4.787494257,4.821387143,4.826914696,4.796266112,5.02079812,4.43496091,4.39411917,4.697514237,4.579265889,4.589330815,4.317030396,4.15327697,4.103206244,4.168835767,4.261669343,4.050008777,4.886494189,4.252774312,4.961063165
ACTL8,5.057010369,5.218454747,4.788375944,5.015788683,4.773609282,5.068349167,5.034864182,4.473332391,5.902410841,5.111026417,4.268668831,5.347186127,4.641903391,4.230119304,4.909535847,4.695450796,4.721713352,5.104876079,4.186660212,5.03533625
ACTL9,7.185675415,6.864721606,6.859323887,7.411656663,7.047637195,6.899724884,6.458216783,6.435840097,6.425927293,7.249668593,6.37224722,7.38996616,7.552835507,6.931599326,6.640130688,6.29126382,6.31773433,7.876996337,7.235213398,6.603873522
ACTN1,9.983086501,8.916171274,10.2687838,10.09177354,8.865588081,8.957637493,10.30514348,10.30721394,10.91431575,9.93806939,8.885299072,8.686995825,9.319589194,10.31725731,9.790727061,8.993492921,10.77925428,9.491568144,9.825933077,9.903276952
ACTN2,3.93036768,4.315245652,3.454763315,4.251692349,3.552775292,4.13815544,3.748849667,3.460440339,3.497432109,3.866924355,3.423645672,3.658082782,3.959659696,3.333209048,3.773870258,3.259991144,3.663441575,4.184216918,3.323883054,3.958841371
ACTN3,4.40251312,4.733611885,4.111407882,4.583589071,4.352599985,4.608178803,4.162718539,4.17828747,4.616106502,4.192714658,4.341776192,4.262375825,4.644976416,3.881596861,4.764971149,4.097607096,4.251713303,5.05590223,3.963606566,4.013180357
ACTN4,10.10396575,9.448342295,10.78800976,10.40757379,9.042662263,10.59820451,10.26691677,10.97120842,10.94305204,9.673963101,11.41518942,9.554794806,10.14875924,10.70282392,11.17905155,11.74495113,12.209706,10.96958559,9.586290993,10.34254431
ACTR10,8.108755444,8.221283845,7.883164297,8.00916175,8.452777694,7.777573843,8.442178763,8.245312933,8.093492773,7.709825661,8.386250118,7.648616192,7.559380537,8.349273419,7.890485473,8.387400147,7.86527321,6.924195508,7.534058527,7.791614461
ACTR1A,8.932380262,8.792366824,8.613976855,9.004376386,8.176332058,9.278581007,8.809714694,8.524993946,9.022022197,8.320076963,8.929096968,8.522136488,8.281405296,8.812194791,9.174815964,8.894668334,8.192309633,7.947789115,8.988705517,8.124010282
ACTR6,5.741687811,4.813642214,5.403957509,5.271711306,6.799103646,6.47859714,5.257981167,5.780266911,4.884744449,5.087353163,6.641380605,4.776767674,5.321146761,5.598209584,5.293260906,6.578467376,4.777745009,4.404039894,5.786672919,6.42218216
ACTRT2,5.323615774,5.909419776,5.50438591,5.908840176,5.7705647,5.468795264,5.064267183,5.254000736,5.538614625,5.294770035,5.048134855,5.479592581,5.75658473,5.101097927,5.720375531,4.764020133,5.01881211,5.694132823,5.675675688,5.408295604
ACVR1B,6.955681372,6.98165367,7.491213828,6.992181626,7.320371635,8.126932447,7.359772895,7.428784168,7.186164708,6.752545921,7.904209326,6.934906967,7.571574311,7.492805468,7.131305332,8.056307159,7.49303891,6.819117048,7.445745864,7.420795244
ACVRL1,7.902333306,7.796074529,7.479358994,8.050744999,6.890154151,6.251175217,7.003658325,6.785221699,7.730497469,7.187881197,6.888120552,6.90189028,7.510000347,6.821052086,7.034628602,6.932770096,6.948478996,6.587817822,7.290220313,6.927065616
ACY3,4.562803435,4.777579433,4.909742571,5.273166544,4.982552164,4.407237723,4.641265106,4.917566437,4.830920962,4.683265702,4.489049179,6.513678059,5.224597039,4.438728804,4.564401115,4.326636341,6.127351682,5.237907863,5.209810805,4.708332085
ACYP1,5.51970352,5.180870385,5.318993286,5.532308917,6.213545208,5.865100332,5.490403886,5.302177987,5.28758065,5.827712746,6.468554955,5.663296995,5.783764408,5.967805328,5.739674498,5.22441954,5.141767882,5.298776542,5.35016893,5.513475624
ADAD2,6.92959656,7.329654428,6.79310083,7.04893386,7.137984732,6.640877121,6.735708761,6.730714827,7.254814607,6.667446749,6.251079927,6.927213961,7.253708741,6.57827743,6.688005541,6.343195864,6.297497688,6.909521112,6.915931415,7.046518811
ADAL,6.033732787,6.206075827,5.732520449,6.320705515,6.09896829,5.272917646,6.033972714,5.441839069,4.985919948,5.188155,6.133890919,5.317325453,5.288906279,5.875644821,5.751663076,6.992738916,5.39886488,4.64551916,5.108710551,5.593064161
ADAM10,8.864929485,8.822291094,9.736492191,8.412810633,9.395938707,9.653255595,9.494684536,9.764216162,9.185025424,9.072303405,9.641957081,9.016943956,9.11120726,9.411120492,8.998966835,9.151628995,9.509456085,8.670844656,8.944903052,9.506416271
ADAM11,5.55855135,5.888556532,5.777618742,5.7157487,5.367161514,5.794148061,5.332893716,4.797836183,5.495436525,5.30792078,5.402306463,6.163044923,5.661250274,5.471410941,5.450444,5.172475097,5.19054465,5.563540447,5.335272541,5.26096151
ADAM12,8.742321051,8.566915374,7.946762006,8.778147487,5.072293567,6.141021695,9.774022244,7.89134991,9.940290411,9.317133807,6.317605506,7.562244041,8.654208802,10.23178077,7.33728601,7.496340962,6.706696262,7.253387933,8.463164576,8.992002077
ADAM15,7.480425875,7.823236653,7.801533383,7.796348381,8.386347567,8.62978892,9.305593779,8.324861439,8.960547385,7.84171579,7.744555513,9.320172962,8.251545276,7.617041013,8.936272771,8.426406698,9.067477448,9.361617603,9.004368245,7.742005872
ADAM20,4.243308844,4.238166558,4.466508387,4.190475186,4.370869537,4.732908684,4.087887374,4.431426539,4.633716194,4.564349126,4.729091029,5.036214784,4.408988834,4.366414987,4.118238098,4.388663505,4.633256636,5.208915456,4.476738775,4.807543316
ADAM20P1,2.169014307,2.920972068,2.763766239,2.15662887,3.574142321,3.670775355,2.738232087,3.058223655,3.072467691,3.247517281,3.574142321,3.746772691,3.192866525,2.863324011,2.918871011,2.981872761,3.333971768,2.921887819,3.074219171,3.571920784
ADAM21,3.162716262,4.368294726,3.60643374,3.545931427,3.024328803,3.713639017,3.746253239,2.491321215,3.09243563,4.184886013,3.01270855,3.93610098,4.270141231,3.605614893,3.252985646,3.447767655,3.463711763,3.51436532,3.333890609,3.362878686
ADAM30,3.247747422,3.157922362,3.149926521,3.691943822,3.167866261,2.95877634,2.842328672,3.135452546,2.721138486,3.019706217,2.751332096,3.562049669,3.11492676,2.686963285,3.013216055,2.535482471,2.799182435,3.403198061,2.86887903,2.968355643
ADAM6,3.668919766,3.847681737,3.521191565,3.774412012,3.528578804,3.453099351,3.275249671,3.492646381,3.712123716,3.720864638,3.320147932,3.729935531,3.719454688,3.607547869,3.730515644,3.323906061,3.245272513,3.701064262,3.925825664,3.448955145
ADAM8,6.190845932,6.052804582,6.073867184,5.979359551,6.070155181,6.907744468,6.441922081,6.126298937,7.670206432,6.856081949,6.104870751,6.400173396,6.429783403,5.586859177,7.362658399,5.757511182,8.080665667,6.785461328,7.508455239,6.561714884
ADAMTS10,6.293498947,6.837823077,6.266729465,6.734701959,5.958495715,5.985477153,6.254071712,6.37371484,7.294930977,6.862183383,5.63968279,5.771359892,6.832381522,6.441939913,6.143780488,5.329390646,6.770194411,6.233974565,6.634240821,6.385234318
ADAMTS14,5.486692663,5.59398152,5.068636151,5.006930586,4.645791074,5.002506029,5.621658451,5.273541991,6.079394393,5.987388758,4.949277297,5.543032688,5.600681297,6.197615622,5.160684891,4.765861106,4.768080297,5.231227752,5.976743316,6.463425881
ADAMTS15,7.329807302,7.40253583,6.382144959,7.598855662,5.833076409,6.071794339,8.040139847,7.488635954,5.136384189,6.284794787,5.935933961,5.00479882,5.535896001,6.746732248,8.128469608,10.03508762,5.232075266,6.134246453,5.498408859,5.605533601
ADAMTS17,5.689533333,6.082916236,5.684466286,5.410243977,5.468700206,5.489143622,5.408500966,5.860470784,5.838699057,5.700123196,4.990100211,5.418299009,5.992372959,5.645323408,6.113826578,5.529736657,4.673052383,5.889755881,6.154402848,5.393776797
ADAMTS18,5.206392366,5.280564328,5.831112624,5.558573605,4.904309812,3.77180158,4.251172206,4.946382397,4.779583266,4.512405021,4.015058457,3.78577855,4.822983347,5.470936665,4.194862314,3.901196671,3.599926965,4.782010327,4.119582924,6.357495776
ADAMTS20,3.409721523,3.096370216,3.176705989,3.182908501,3.187855074,2.980976706,3.306916012,3.299324597,2.961189637,3.27732412,3.096370216,3.303087817,3.275250983,3.805617907,3.229673249,3.149682736,3.231717237,3.518027662,3.229561,3.494994496
ADAMTS4,5.421768698,5.833835635,5.46866661,5.669006141,5.620232615,5.236120704,7.080630133,5.662227475,8.087056647,6.517926292,5.381371174,7.070435034,6.639892277,6.538735481,6.832402852,7.034969452,5.943101326,6.400503294,7.703824057,6.383155143
ADAMTS7,7.555808089,7.908864803,7.155815371,7.236521094,7.131277277,7.244682517,7.087987667,6.779204472,8.059969531,7.016700306,6.597661984,7.33371224,7.670780159,6.889434156,7.221215605,6.623762697,7.048427747,7.387815005,7.521197825,7.473116817
ADAMTS8,5.655920459,5.804209298,6.326447138,5.807836237,5.846338645,5.321531386,6.901084558,5.031497844,5.253532848,5.288225271,4.821892019,5.589768664,5.755649516,5.384105694,5.215974955,4.874024294,4.982916037,5.154362828,5.896194162,5.411615667
ADAMTSL3,5.700789988,5.703968584,5.840222839,5.484086434,5.713022965,5.228441167,5.578872507,5.159728156,6.778519576,7.348200163,5.77412882,4.800874876,5.699347318,5.768747704,5.056072831,5.917339151,4.059670052,5.071436795,5.419287957,5.591460584
ADAMTSL4,6.452964487,7.647450076,6.053371739,6.698687107,6.470838111,5.326768548,5.68814627,5.534094621,6.334910688,6.143015608,4.851384916,5.86688788,6.314174656,5.714633001,5.848286973,5.206526069,6.47778625,6.033526232,6.455621862,5.953029669
ADAMTSL4-AS1,5.520338186,5.785891974,5.70592001,5.471462369,5.735120239,5.02037187,4.839630603,5.617190174,6.547480892,6.817524956,4.498593392,6.423646458,5.900664335,5.492780862,5.29664278,5.16718003,5.090826379,5.408396493,6.197353157,5.218880273
ADAMTSL5,5.693908914,6.053481406,5.957408438,6.167274732,6.08834006,6.020692671,6.157461292,5.815661084,6.21515676,5.766296432,5.523710013,5.909397258,5.525868279,6.375082386,6.223039011,5.093716286,5.182388142,5.604266913,5.952549434,6.064009615
ADAP2,8.091440209,9.12784783,7.045660038,8.440682257,6.302284443,6.316304122,7.718824634,7.106858065,8.773537668,8.325454827,6.431975871,7.058636867,7.565354568,6.647289387,7.501105835,7.21333117,8.081898867,7.400036166,7.826554606,7.795171317
ADAR,8.502672093,8.707978297,9.099019931,8.470542345,8.021187167,9.214329036,9.76070198,9.531248555,9.515905431,9.506314038,9.137244917,8.498275065,8.880752451,8.932588459,9.271039718,10.12953084,10.05503281,9.10526588,8.692259025,9.375212595
ADARB2,5.893244669,6.243090863,5.897998012,6.091264057,6.5068838,5.792227976,5.446518196,5.617691631,6.149229574,5.6318484,5.604324905,5.393085521,5.951085946,5.53218583,5.751777848,5.220500318,5.400723873,6.042648214,5.516382949,5.822316628
ADAT1,6.947964672,6.732933645,7.087387591,7.177540998,6.192964654,7.542150853,7.493505692,7.233350186,7.137711598,7.263490227,7.569922977,6.261619213,6.800233157,7.19795196,7.148649644,8.510780807,7.832019619,7.295764139,7.3350526,7.462263343
ADAT3,6.500918376,6.662560853,6.937148754,6.589549973,6.342422603,6.292979993,6.678145644,6.458051396,6.493281646,6.266650523,6.48787982,7.124966175,6.546387999,6.443911837,6.450323141,6.293680966,5.91335828,6.809745768,6.940939864,6.37893209
ADCK1,5.985579477,5.680425154,5.662894533,6.210738286,5.257094067,5.568386241,5.827419821,5.662282881,6.009969095,5.68824642,6.450252838,5.397656542,5.762880104,5.867259527,6.205719151,5.536892136,7.036548489,5.483846092,5.715384048,5.341861186
ADCY10,3.295573757,3.690788509,3.33540134,3.326486995,3.563392574,3.385163236,2.921877409,3.127024731,2.890184893,2.96192548,2.808286581,3.828704703,3.342637382,3.035151458,3.296215719,3.076883617,3.044677511,3.079847495,3.72594599,3.038116638
ADCY4,6.346361527,6.527478043,6.851665526,6.49844221,6.048053038,5.869833086,5.896229318,5.856550702,6.621838705,6.147793711,6.556619541,6.133556955,7.277678654,6.233078219,5.892540024,6.109467355,5.616993644,6.486546524,6.437359851,5.996513547
ADCY6,7.401464831,7.590265575,8.237971102,7.65476248,8.186782928,8.465728546,7.850465499,7.861984758,7.677266598,7.28149885,8.155859691,8.600294151,6.958354707,7.762535828,8.168328058,8.585078018,7.790191771,7.372074022,8.341025057,8.892481717
ADCY7,7.341720702,7.546604183,6.545200262,7.471676973,6.27192616,5.809794045,7.252503317,6.765188634,8.166013263,7.805809297,5.552802419,7.121441292,7.339807442,7.069933125,7.488415931,6.17295963,8.250341165,7.681332869,7.83493535,7.286557145
ADCY9,6.314257034,6.893170561,6.590599348,6.756978265,6.893648772,7.304953866,7.127290082,6.621809496,6.919578282,6.306986111,7.293611511,5.57893305,6.431885063,7.871509023,7.566954578,6.939791264,6.239097267,7.03436367,6.524695433,7.171752739
ADCYAP1,6.129220906,6.641892305,5.593406344,6.565763136,6.006016606,5.784234055,5.903385944,5.68713028,6.061437239,5.50841029,5.114189316,6.075864609,5.801436399,6.47056347,5.739349273,5.53319581,5.694097204,5.90320945,5.420553383,5.656702934
ADD3,9.24443703,9.364225045,9.277140547,9.185390253,9.075558831,9.019974546,8.151947662,8.641223973,8.555696029,8.132305801,9.37405561,7.489331698,8.477232135,8.838329604,7.45374937,7.463571249,8.220428996,8.430328296,7.283367767,7.815788777
ADGRA1,5.542603159,5.757857316,5.625880935,5.693761434,5.545059678,5.519466902,4.960564243,5.275429784,5.849050873,5.488354691,5.244648507,5.747744065,5.631634179,5.007745698,5.680492927,5.034175094,4.886493105,5.869215909,5.684194318,5.520086797
ADGRA3,8.504573785,6.685896755,9.242281197,8.022483836,8.42553253,8.118138808,8.41561796,8.806077622,8.18187048,7.061095339,7.123180436,5.170839171,7.471713664,8.808531607,7.039985996,7.991919426,7.95201486,8.541870508,6.948898077,8.202464598
ADGRA3,6.454055334,5.468526835,6.704379176,6.272500973,6.45297067,5.686752814,6.159141861,6.957679534,5.482936239,5.185859381,5.032874152,5.890524669,5.111692819,6.632723264,5.123386843,6.363711951,6.410390313,6.788428744,5.762449977,6.216520946
ADGRB2,6.496101993,6.497435873,7.018747574,6.541119064,6.127025477,8.11228608,6.73541129,5.949713305,6.202545805,6.930138276,7.998160406,6.282759686,6.373497319,7.582143533,7.863518396,8.7173258,7.597460407,5.656411993,6.332485332,6.537400083
ADGRD1,6.357348953,7.823766624,5.486732197,6.025079744,6.555131775,5.027443415,5.496325799,5.487041509,5.894683556,6.127340976,4.596342026,4.841262618,5.632422867,6.030194524,4.834158785,5.11277335,4.706990579,4.958426795,5.346530657,4.845145848
ADGRE1,4.335761875,4.60612918,3.838035202,4.275436014,3.7131203,4.113165881,4.057831089,3.487317964,4.012871461,4.101481346,3.375092073,3.980057718,3.748945187,3.799722214,4.147513451,3.638498286,4.763119428,3.56249659,4.597780339,3.697009722
ADGRE2,5.459165688,5.212263048,5.025661673,4.954955537,4.550353827,4.518781103,5.196716852,5.815888808,6.322292949,5.581232059,4.750055785,5.862788897,5.281472034,5.769251211,6.143294088,5.816082485,6.284131123,5.156624054,5.965768455,5.841584665
ADGRE3,3.591967946,4.083247215,3.384150097,3.153947684,3.246358491,3.436828448,3.392306338,3.092416305,3.352166472,3.189515182,3.11713832,3.790774227,3.457750345,2.789574177,3.103634465,3.419216676,3.371805825,3.179264931,3.379112463,3.580721379
ADGRE4P,4.057401076,4.188720946,3.721718128,3.298730985,3.916939514,3.925376322,3.768424949,3.842050682,4.186195099,4.970786519,3.69789011,3.585673606,3.793903963,3.790332856,4.122130544,3.812253294,4.434512855,4.244948306,4.837080198,4.247160524
ADGRE5,7.749876843,8.123376436,7.466847518,7.773907769,7.285444776,6.162636082,7.272605617,7.552008408,8.471861049,8.082849429,6.902916647,7.44986554,7.70233135,7.209142387,8.521731545,8.863025165,8.713643285,7.60591857,8.443337198,7.121709645
ADGRG1,7.248987654,5.958422758,8.334835913,7.392715923,7.327040604,9.111143554,8.073330256,8.478242166,7.52931672,6.757286354,8.741884359,9.280579221,8.098020757,7.980252478,8.213689215,9.607958034,9.619363683,8.082159026,9.227147685,8.551875601
